id,lat,long
6918720100,47.6127,-122.145
5244800915,47.6452,-122.352
1560800150,47.6167,-122.137
5191100180,47.6242,-122.306
2923039017,47.4599,-122.45
6204200470,47.7355,-122.202
3832150190,47.3876,-122.216
4385700185,47.6368,-122.279
9407150100,47.3679,-122.02
2044500213,47.7155,-122.315
1623049133,47.481,-122.292
3625059166,47.6065,-122.113
4389200796,47.6151,-122.216
7955050250,47.7328,-122.198
9412400185,47.5332,-122.265
1926069054,47.7218,-122.079
2425700005,47.5974,-122.195
7215730430,47.5959,-122.018
2287000030,47.5505,-122.221
3862710200,47.534,-121.841
476000118,47.6714,-122.392
2726049034,47.7175,-122.278
3221079055,47.2582,-121.935
3127200041,47.7044,-122.2
937000280,47.4215,-122.289
4083802425,47.6624,-122.336
7199340480,47.6977,-122.126
1953400045,47.3935,-122.3
7697000150,47.3595,-122.045
7338200240,47.4838,-121.714
6021503451,47.684,-122.388
3630200460,47.5409,-121.994
687600110,47.6386,-122.183
6788200596,47.6408,-122.307
3205400140,47.721,-122.179
4037200075,47.6061,-122.117
7695470120,47.7634,-122.086
7202290180,47.6873,-122.043
6159400060,47.7443,-122.327
3830630060,47.3507,-122.178
1774200230,47.7642,-122.098
8856500120,47.3895,-122.222
2329800240,47.3768,-122.117
4307330120,47.4794,-122.182
3629970680,47.5524,-121.996
4309700190,47.5072,-122.112
3062600050,47.6392,-122.108
5538300460,47.7488,-122.292
3278600900,47.5487,-122.372
2414600195,47.5134,-122.335
1786630160,47.3875,-122.155
8594400370,47.3023,-122.069
226059120,47.7701,-122.138
5379804537,47.4501,-122.274
4046500140,47.6931,-121.921
822039111,47.4089,-122.459
1786830060,47.6478,-122.117
9290850060,47.6903,-122.056
395300330,47.7254,-122.227
2472930270,47.4369,-122.147
5029000120,47.4556,-122.346
1818800144,47.5714,-122.408
1646500785,47.6853,-122.356
1231000640,47.5554,-122.267
789000550,47.6969,-122.35
7625703007,47.5472,-122.384
5583200810,47.5568,-122.271
192300020,47.4347,-121.417
3332000715,47.5499,-122.274
5742600090,47.5689,-122.393
623049047,47.5063,-122.346
9557300570,47.6396,-122.113
7853321180,47.5191,-121.869
5416510490,47.3613,-122.038
7227500450,47.4979,-122.183
5637200450,47.4887,-122.145
6371000100,47.577,-122.41
952005000,47.5643,-122.38
1924059248,47.5581,-122.213
7855000325,47.5671,-122.159
194000145,47.5651,-122.391
5135000160,47.5708,-122.405
3023049215,47.4487,-122.352
4104500181,47.6508,-122.203
4188000240,47.7238,-122.114
2896000710,47.6748,-122.144
4039700090,47.6156,-122.108
5253300397,47.751,-122.338
3874400380,47.3948,-122.435
3352400004,47.5056,-122.27
6112300140,47.4268,-122.343
6430500010,47.6872,-122.35
5113400168,47.6435,-122.373
192450200,47.4755,-121.758
1245000685,47.6906,-122.202
4055700920,47.7162,-122.246
5589300205,47.7523,-122.311
1015000050,47.6956,-122.36
6146600420,47.3877,-122.236
2755200040,47.6777,-122.305
3622059157,47.3468,-122.11
9325200160,47.435,-122.329
2767900355,47.6711,-122.372
303800020,47.3411,-122.197
1796360990,47.3679,-122.088
2721600010,47.643,-122.355
7625703354,47.5477,-122.388
9268851680,47.5402,-122.027
3740000010,47.6875,-122.202
4058801575,47.508,-122.244
2639400020,47.7256,-122.367
9492500090,47.695,-122.18
7436500060,47.672,-122.169
6666860170,47.4197,-122.205
7841300505,47.4744,-122.213
9169600209,47.5268,-122.388
125059178,47.6796,-122.104
6096500105,47.6313,-122.344
2770604103,47.642,-122.374
1138000830,47.7116,-122.213
8807300570,47.6738,-122.063
7878400135,47.4856,-122.247
3971700390,47.7739,-122.322
5430300171,47.6819,-122.287
5422560470,47.6638,-122.128
3226059071,47.7006,-122.197
1873100050,47.7048,-122.109
3835500005,47.6209,-122.219
1424130050,47.7239,-122.092
4423100095,47.6406,-122.317
1753500100,47.3922,-122.321
1158700100,47.7581,-122.365
1760650750,47.3594,-122.082
5379806185,47.4455,-122.278
8658301535,47.6503,-121.911
4397000020,47.3835,-122.148
2009000830,47.4077,-122.331
9178600360,47.6572,-122.333
1922069071,47.3787,-122.091
7883600700,47.5271,-122.326
982850010,47.7611,-122.233
6204420070,47.7373,-122.197
2525049259,47.6193,-122.229
200510060,47.7408,-122.216
2391602650,47.5616,-122.392
5680001095,47.5738,-122.315
1723049270,47.4857,-122.318
476000331,47.6704,-122.391
5379804470,47.4502,-122.277
7203601405,47.35,-122.322
9485760050,47.4504,-122.206
3278611600,47.5442,-122.371
3904930240,47.5737,-122.018
797000256,47.5102,-122.324
7298040310,47.2996,-122.342
865100055,47.6042,-122.147
5726500130,47.5952,-122.053
7559600430,47.5957,-122.032
3699100130,47.7001,-122.2
7215420590,47.3401,-122.067
1257201130,47.6734,-122.329
740500040,47.4406,-122.194
9578501030,47.2961,-122.348
3211000040,47.4811,-122.162
2895800780,47.5171,-122.347
844000425,47.3091,-122.006
4221250120,47.5895,-122.019
7635800313,47.4698,-122.36
8651710430,47.727,-122.217
6804600720,47.7628,-122.168
345700180,47.5118,-122.188
269000240,47.6456,-122.389
3834000520,47.7289,-122.291
2200500350,47.5712,-122.143
2641800060,47.5006,-122.336
5469502860,47.3774,-122.16
1370803820,47.6408,-122.403
8731981500,47.3165,-122.382
5309101395,47.6772,-122.369
3678900450,47.5742,-122.315
428000225,47.511,-122.172
1423700680,47.4559,-122.183
1525059215,47.65,-122.155
5104512180,47.3521,-122.012
1233100351,47.6755,-122.177
7202300110,47.6857,-122.046
6448000090,47.6215,-122.224
1939130730,47.6251,-122.03
7015200335,47.6499,-122.37
3211000190,47.4806,-122.163
4127000050,47.3729,-122.037
3305100230,47.6854,-122.184
2223059052,47.4692,-122.162
2877101031,47.6769,-122.36
8587400050,47.5619,-122.4
9407100300,47.4444,-121.762
7853340860,47.5175,-121.878
461002615,47.6827,-122.376
1370801440,47.6429,-122.412
2473450870,47.4543,-122.125
8056000075,47.6144,-122.211
2338800100,47.4635,-122.362
3885803895,47.6879,-122.208
1796350080,47.3675,-122.095
2581900060,47.5393,-122.216
7849200945,47.5231,-121.82
3619600143,47.7241,-122.369
603000926,47.5241,-122.285
1545804860,47.3624,-122.045
2201500030,47.5759,-122.137
2807100156,47.7634,-122.34
7137950350,47.3266,-122.175
2892700041,47.4499,-122.189
1818800235,47.5718,-122.406
4242900245,47.6747,-122.391
1939110080,47.6269,-122.03
2726049169,47.706,-122.29
8732020770,47.313,-122.388
1520069052,47.2156,-122.029
2919200280,47.6893,-122.359
1388600070,47.2883,-122.218
269000070,47.6466,-122.389
7752000065,47.6345,-122.123
1824079073,47.5669,-121.956
6450302546,47.7319,-122.335
2862500070,47.6236,-122.023
926069132,47.7503,-122.051
7899800864,47.5213,-122.357
9407150360,47.3675,-122.021
1311900240,47.3355,-122.284
3438503223,47.538,-122.356
6610000591,47.6586,-122.358
7129301851,47.5155,-122.255
7748000020,47.684,-122.376
6705850020,47.578,-122.056
7853361410,47.515,-121.869
3293700496,47.7481,-122.355
546000045,47.6895,-122.382
9545250110,47.5361,-122.051
993001629,47.6914,-122.343
6817800840,47.6359,-122.033
4045800030,47.6383,-122.098
8113100850,47.5462,-122.277
2902200237,47.6369,-122.327
7156200005,47.705,-122.299
7611200136,47.7159,-122.367
9412200330,47.5223,-122.043
7617500075,47.7676,-122.373
8150600195,47.5491,-122.375
3438501862,47.5435,-122.357
7212680460,47.2625,-122.308
1250202255,47.5873,-122.29
7137300040,47.5923,-122.298
6126500060,47.5474,-122.295
7129301578,47.5137,-122.252
8820902200,47.717,-122.281
2616700520,47.33,-122.278
2155000290,47.6581,-122.126
3797710010,47.4192,-122.201
1775800220,47.7417,-122.093
9547202950,47.6804,-122.311
9264921140,47.3128,-122.345
9276200455,47.5809,-122.39
3352401476,47.5005,-122.267
7853302180,47.5415,-121.883
9202650210,47.5654,-122.092
8029510010,47.3073,-122.395
985000950,47.4924,-122.312
4206901155,47.6561,-122.325
2473420170,47.4513,-122.16
7694200350,47.5017,-122.34
9335400005,47.4629,-122.356
1726059053,47.7461,-122.195
3388100020,47.4962,-122.32
7977200945,47.6857,-122.293
5637500094,47.544,-122.385
3575302562,47.619,-122.064
5700002325,47.5759,-122.288
6749700063,47.6975,-122.348
1109000175,47.5372,-122.269
1231001130,47.5539,-122.267
921049315,47.3257,-122.296
6815100370,47.6857,-122.331
1526059051,47.7344,-122.143
5100403321,47.6951,-122.316
6400700264,47.6684,-122.175
4435600330,47.449,-122.29
8651400580,47.3608,-122.083
4036801315,47.6041,-122.126
414100280,47.7475,-122.342
1180500100,47.5003,-122.23
1504800097,47.5202,-122.378
8835350230,47.771,-122.166
3438503140,47.5385,-122.355
3876313030,47.7352,-122.17
7526800040,47.6388,-122.099
5415350480,47.5333,-122.151
8682291940,47.7191,-122.023
7399000350,47.4654,-122.195
4038400130,47.6083,-122.132
9103000715,47.6189,-122.286
9521101055,47.6624,-122.348
726059485,47.754,-122.215
6413100242,47.7149,-122.322
2946000912,47.422,-122.321
4154301371,47.559,-122.277
1086100100,47.6615,-122.179
9320700400,47.4088,-122.21
1545808560,47.3592,-122.046
7806210250,47.292,-122.195
3319500317,47.6007,-122.305
16000545,47.3098,-122.209
8700500020,47.457,-122.27
2600030210,47.5527,-122.16
7348200195,47.4776,-122.279
7504000510,47.6318,-122.058
7812800215,47.4979,-122.24
8099800340,47.5817,-122.007
952002250,47.5655,-122.386
1921059303,47.2866,-122.217
5631500594,47.7408,-122.236
2968800645,47.4583,-122.353
5649600266,47.5536,-122.286
625049318,47.6878,-122.342
4235400097,47.6601,-122.4
2366400150,47.7012,-122.12
6197200021,47.4411,-122.186
3041700090,47.6602,-122.188
1873100390,47.7073,-122.11
3052700610,47.6791,-122.374
6141600140,47.7172,-122.349
726049202,47.7503,-122.348
4364700595,47.525,-122.371
1250201165,47.5971,-122.295
7923250090,47.6624,-122.202
1025039145,47.6656,-122.406
8731982470,47.3191,-122.385
6117500980,47.4333,-122.347
6056100165,47.5667,-122.297
5149300400,47.3287,-122.353
5700001920,47.5795,-122.29
2159900020,47.6211,-122.153
7490000040,47.624,-122.221
3524049042,47.5297,-122.267
9169600096,47.5281,-122.388
1724069062,47.5684,-122.06
6892510200,47.3737,-122.132
1322049150,47.3897,-122.236
2324039036,47.555,-122.379
3491300082,47.6857,-122.376
164000267,47.7294,-122.352
3123039089,47.4408,-122.461
1338800785,47.6258,-122.305
8965400390,47.5585,-122.117
3904940200,47.5747,-122.014
8820903555,47.7139,-122.288
5469502060,47.3863,-122.156
8665900331,47.7681,-122.307
6205500280,47.5866,-122.175
7683900200,47.2813,-122.345
6414100111,47.72,-122.32
8155830020,47.5044,-122.19
1370804446,47.6388,-122.399
9429400060,47.7447,-121.984
9432900070,47.2087,-122.009
567000392,47.5926,-122.295
2011400782,47.4007,-122.323
7100000110,47.5075,-122.379
3304030220,47.3444,-122.269
9540100025,47.7621,-122.36
9536601331,47.3594,-122.322
1525059165,47.6482,-122.159
2144800311,47.4858,-122.231
2113701200,47.53,-122.351
9265200060,47.6612,-122.137
5608030020,47.5584,-122.089
9834201215,47.5702,-122.287
7853320470,47.5216,-121.869
9378700200,47.4401,-122.126
9541800190,47.5955,-122.176
5101400871,47.6914,-122.308
8078600330,47.5476,-122.075
2877101310,47.6774,-122.361
7570050070,47.3455,-122.023
6403310060,47.6963,-122.169
1180007005,47.4927,-122.224
2742100009,47.5549,-122.292
6071400710,47.553,-122.174
2599700040,47.3318,-122.34
5450900140,47.5562,-122.22
3693900155,47.6789,-122.397
7298030210,47.3043,-122.343
421000465,47.4942,-122.166
6382500076,47.6944,-122.377
4223000280,47.3424,-122.308
7212652180,47.2681,-122.31
5029451010,47.2866,-122.368
203400090,47.6328,-121.964
9136102680,47.6656,-122.335
561000075,47.505,-122.259
2461900760,47.5514,-122.385
823069044,47.4992,-122.06
7697920450,47.367,-122.181
9268710220,47.3089,-122.33
2523039282,47.4594,-122.359
8682230550,47.7106,-122.03
4136900190,47.2618,-122.209
1545803340,47.3609,-122.05
2787320430,47.4104,-122.172
111000190,47.4816,-122.322
7857001560,47.5446,-122.296
2028700570,47.6783,-122.366
524059241,47.595,-122.203
9414500480,47.522,-122.05
1321720160,47.2911,-122.342
7715801090,47.6258,-122.058
3530400080,47.3804,-122.32
2769600305,47.6728,-122.362
4307310400,47.4832,-122.181
1438700040,47.5549,-122.211
8078430360,47.6358,-122.026
2597670470,47.4252,-122.163
686400670,47.6344,-122.116
2925079012,47.6214,-121.946
7811100230,47.5921,-122.155
2424059061,47.5481,-122.103
8127700445,47.6416,-122.397
8637100370,47.4498,-122.194
8825900070,47.6754,-122.307
5028602020,47.2843,-122.352
688000017,47.6228,-122.307
2592400170,47.7161,-122.17
323089005,47.5105,-121.77
2087700115,47.5834,-122.293
1150000340,47.5598,-122.018
3352400661,47.5019,-122.269
2726079103,47.7035,-121.894
6662400105,47.7611,-122.161
1423069095,47.4824,-122.0
6073300530,47.5398,-122.173
7893203770,47.4187,-122.329
809001060,47.6343,-122.352
3211600650,47.7285,-122.198
705700580,47.3814,-122.024
1180002075,47.4984,-122.224
8732020720,47.3125,-122.387
7215410320,47.3323,-122.079
8691300380,47.5879,-121.973
7740100015,47.7458,-122.287
5634500201,47.7484,-122.237
6918700370,47.6263,-122.124
526059122,47.7642,-122.195
9266701115,47.6926,-122.347
625049299,47.6885,-122.337
5634500392,47.7486,-122.23
1442800370,47.3738,-122.057
3629960600,47.5476,-122.005
2329810590,47.3794,-122.113
8129700255,47.6607,-122.354
1066600090,47.5226,-122.183
3329500730,47.3353,-122.27
2862100205,47.6677,-122.321
1523089012,47.4742,-121.769
2131701240,47.7364,-121.981
9268850030,47.5405,-122.026
1561600095,47.5887,-122.201
4045500130,47.6981,-121.875
8035350010,47.7439,-121.977
7518500855,47.6826,-122.378
5101408593,47.7046,-122.316
7856560380,47.5569,-122.151
3818700123,47.7633,-122.262
2391601195,47.5632,-122.399
3303870050,47.3329,-122.2
1724069043,47.569,-122.058
375000230,47.5741,-122.414
3876313260,47.7362,-122.172
8682320090,47.7095,-122.019
5566100205,47.569,-122.175
5100402767,47.6942,-122.315
1560870040,47.4904,-122.158
4037800020,47.6111,-122.126
3353400120,47.2616,-122.251
84000105,47.4877,-122.335
4078300050,47.7071,-122.276
415100015,47.7465,-122.339
3971700330,47.7746,-122.323
7230300610,47.4695,-122.116
2623089002,47.4525,-121.748
5104540240,47.3558,-122.004
3362400511,47.6823,-122.349
4457300135,47.5697,-122.219
6795100563,47.5842,-122.045
6338000032,47.6714,-122.28
3362900810,47.6838,-122.353
4449800595,47.6902,-122.388
5113260170,47.3889,-122.048
2821100125,47.6949,-122.396
7518503200,47.6805,-122.38
9429400170,47.7442,-121.984
1232001070,47.6862,-122.378
2767604580,47.6711,-122.379
1022059123,47.4126,-122.165
715010140,47.538,-122.114
5423040140,47.5677,-122.086
1785400780,47.6279,-122.037
1245003660,47.6829,-122.202
7520000330,47.4964,-122.353
126049100,47.7754,-122.233
1376800025,47.6442,-122.406
4136800205,47.4982,-122.221
4046600070,47.6953,-121.914
2325400170,47.4861,-122.161
2366800055,47.2671,-122.236
7852130410,47.5355,-121.88
1118002000,47.6312,-122.291
3622059088,47.3549,-122.111
9433000470,47.7103,-122.108
8562400025,47.624,-122.2
3882300090,47.6599,-122.135
1237500120,47.6755,-122.16
5729200030,47.7473,-122.257
7504020970,47.6316,-122.05
2767704252,47.6743,-122.374
1795700030,47.5401,-122.3
6145602125,47.7027,-122.355
3902600150,47.711,-122.229
2024059127,47.5538,-122.189
3127200021,47.7059,-122.2
3362400431,47.6824,-122.347
3955800080,47.7196,-122.197
2025059026,47.6323,-122.192
1689401230,47.6333,-122.347
2427910040,47.5666,-121.907
1509500160,47.3866,-122.169
2558160220,47.7765,-122.261
4053200566,47.3219,-122.085
8079040330,47.5062,-122.149
3629970620,47.5529,-121.996
3271800910,47.6474,-122.411
6181420200,47.3059,-122.28
3629970610,47.5531,-121.996
7237300090,47.371,-122.127
3879901285,47.6264,-122.363
1624079051,47.5629,-121.918
8564850300,47.4759,-121.735
3126059023,47.6967,-122.216
9407000920,47.4452,-121.77
7889601270,47.4919,-122.336
3529000880,47.5641,-122.012
9347900020,47.476,-122.151
7186800105,47.5484,-122.287
1118000080,47.6308,-122.287
6300500515,47.7039,-122.34
3935900030,47.7108,-122.277
4036400110,47.7379,-122.289
4037000925,47.6007,-122.117
7300200550,47.5771,-122.05
8078350100,47.5719,-122.021
3623500135,47.5743,-122.238
1951600150,47.3717,-122.297
952004725,47.5642,-122.379
9552701030,47.5478,-122.153
2490200055,47.5356,-122.384
2064800610,47.5349,-122.174
945000410,47.6916,-122.362
2595650170,47.3535,-122.273
2781270400,47.3487,-122.021
5500200010,47.7776,-122.375
7853340660,47.5173,-121.878
4003000285,47.6034,-122.289
1822059331,47.3926,-122.208
6623400187,47.4288,-122.198
255580190,47.3401,-122.282
5729000070,47.3557,-122.29
8645530010,47.4655,-122.174
2324039152,47.5523,-122.379
5104510010,47.3541,-122.015
1796370730,47.3686,-122.09
7856570190,47.5559,-122.149
9287802380,47.6737,-122.358
5152960710,47.3466,-122.323
7655900062,47.7352,-122.337
2769602135,47.6753,-122.363
2023059052,47.4657,-122.198
216500040,47.473,-122.3
7923000360,47.5838,-122.123
3649100306,47.7373,-122.241
5078400190,47.623,-122.205
7567600030,47.5022,-122.223
6388920410,47.528,-122.171
7131300025,47.5166,-122.269
621069146,47.3329,-122.091
632000065,47.6281,-122.216
7852010840,47.5354,-121.869
6021503655,47.6836,-122.387
7140200250,47.3693,-122.169
5312100040,47.5728,-122.306
6123000070,47.4275,-122.331
461005360,47.6813,-122.367
1310960190,47.3609,-122.274
3342103148,47.5237,-122.199
2472920780,47.4398,-122.151
1775800510,47.743,-122.097
3023000120,47.3557,-122.059
6669020640,47.3743,-122.285
6421100502,47.6708,-122.14
9577800005,47.5791,-122.378
291300280,47.5347,-122.071
8731980880,47.317,-122.378
6792200066,47.3568,-122.163
3261020370,47.7028,-122.231
9191201250,47.6691,-122.299
7302000610,47.6503,-121.968
3343300644,47.5454,-122.192
98030530,47.5834,-121.972
1823049242,47.4869,-122.344
8562750660,47.5401,-122.07
4376700430,47.6369,-122.098
1604601375,47.5644,-122.289
880000211,47.5261,-122.361
3623500205,47.5722,-122.236
2695600190,47.5314,-122.378
1994200024,47.6873,-122.336
8698100115,47.3063,-122.223
259500270,47.51,-122.185
6021501535,47.687,-122.386
7891600260,47.5664,-122.364
8100000080,47.3129,-122.023
1708400595,47.554,-122.306
8901000585,47.7111,-122.309
1920079062,47.208,-121.963
3904990210,47.5787,-122.0
7852160310,47.5364,-121.856
1373800170,47.6457,-122.412
9264960560,47.3026,-122.351
3220200040,47.6299,-122.354
6806300920,47.363,-122.127
1049010050,47.7381,-122.179
3832710840,47.3666,-122.277
2122059127,47.375,-122.166
8682302030,47.7188,-122.024
9287800375,47.6754,-122.357
3902300100,47.692,-122.184
7234600832,47.6112,-122.309
3262300485,47.6295,-122.236
7230300100,47.4703,-122.112
3629760330,47.5465,-122.013
133000127,47.5136,-122.313
2781250520,47.3493,-122.025
1821059264,47.3107,-122.212
8820900029,47.7188,-122.281
9201000480,47.5847,-122.075
2767603215,47.6726,-122.381
3024059036,47.5345,-122.216
2600100180,47.5523,-122.162
5635100080,47.3751,-122.188
3438503230,47.5374,-122.357
8081020330,47.5513,-122.135
5100401516,47.6929,-122.318
2493200235,47.5282,-122.384
9476200350,47.4891,-122.19
4441300170,47.6952,-122.402
7202290320,47.6868,-122.042
3751605432,47.2738,-122.271
7129300935,47.5119,-122.255
1796380060,47.3658,-122.085
200520120,47.738,-122.221
3943600020,47.452,-122.204
6383000820,47.691,-122.387
1402810140,47.7341,-121.976
3904901450,47.5669,-122.017
3491300180,47.686,-122.374
4222500410,47.3428,-122.303
5266300140,47.5575,-122.279
9500900135,47.2876,-122.212
5412200270,47.4046,-122.186
9272200810,47.5917,-122.386
475000080,47.6681,-122.362
4302201085,47.5276,-122.359
1402950240,47.3352,-122.189
1623300325,47.6799,-122.363
603001050,47.5233,-122.284
3298700156,47.5237,-122.353
3342101795,47.5204,-122.205
1525069088,47.6472,-122.017
6352600350,47.6481,-122.081
1868901120,47.6733,-122.298
1828001130,47.6561,-122.13
4022900125,47.7761,-122.285
8722100030,47.6388,-122.302
9406540130,47.3766,-122.027
3023049186,47.4468,-122.337
7853390260,47.5169,-121.886
1072030510,47.4777,-122.142
1513800036,47.69,-122.299
9358001732,47.566,-122.366
2597710450,47.429,-122.162
4073800140,47.7031,-122.279
6623400090,47.4315,-122.199
7977200995,47.6853,-122.293
7011200830,47.637,-122.367
2423069170,47.4664,-121.992
4058801680,47.5094,-122.244
9485750240,47.4512,-122.208
723049476,47.5,-122.347
880000208,47.5257,-122.361
8562700090,47.6686,-122.157
3760500602,47.7031,-122.224
3276930380,47.5851,-121.992
8680300010,47.7365,-122.324
5104650020,47.42,-122.205
3876810140,47.7427,-122.172
8019200925,47.4935,-122.321
5425700205,47.6338,-122.232
7771300125,47.7357,-122.333
1545807990,47.3583,-122.056
5288200260,47.5599,-122.378
4441300325,47.695,-122.399
9126100346,47.6074,-122.305
8827900690,47.67,-122.295
9264900350,47.3144,-122.339
8679200100,47.5607,-122.031
5035300850,47.653,-122.415
3395800660,47.482,-122.34
3812400070,47.5453,-122.278
9528102060,47.679,-122.319
1607100038,47.5666,-122.293
7856570150,47.5555,-122.15
1624059093,47.5621,-122.168
1196002395,47.3378,-122.348
2770601365,47.6488,-122.385
8562750320,47.5391,-122.07
5459300040,47.5731,-122.212
8952900204,47.5484,-122.269
6870000150,47.7112,-122.226
7905400040,47.3063,-122.27
126039599,47.7717,-122.376
8917100206,47.6304,-122.097
5422950080,47.3586,-122.036
7570060290,47.3448,-122.024
4385700735,47.6371,-122.279
3624079067,47.5145,-121.853
2822049148,47.369,-122.311
9238500190,47.7757,-122.139
8857640710,47.3883,-122.035
622100092,47.7685,-122.162
4045500715,47.6928,-121.87
5469501200,47.3856,-122.158
5495200040,47.5701,-122.124
8952900260,47.5491,-122.268
7785350490,47.7464,-122.362
7544800195,47.6059,-122.303
8964800370,47.6194,-122.208
2767600400,47.6758,-122.38
524059208,47.5933,-122.195
7893800534,47.4096,-122.329
2872900050,47.6256,-122.037
510003230,47.6601,-122.331
2915200210,47.7013,-122.359
293000068,47.5324,-122.38
9839300285,47.614,-122.294
3578401330,47.6207,-122.042
3758900220,47.6973,-122.205
8946750140,47.3198,-122.178
1337300145,47.6263,-122.314
1523069197,47.4821,-122.017
259600280,47.6325,-122.121
686200740,47.6264,-122.113
2326059099,47.7232,-122.131
1139000135,47.7079,-122.358
7955060010,47.7328,-122.2
7604410030,47.5528,-122.356
7772850060,47.7731,-122.343
7017200055,47.7113,-122.349
809003160,47.6388,-122.35
2600130020,47.5481,-122.156
1314300046,47.5483,-122.278
2473100450,47.4465,-122.156
5045700470,47.4857,-122.153
1250203335,47.5947,-122.288
7853240560,47.5408,-121.861
3332000195,47.5513,-122.275
9349900105,47.5708,-122.359
4139400630,47.5605,-122.115
7234601142,47.6172,-122.31
1890000166,47.6619,-122.324
5021900265,47.5759,-122.223
7550800945,47.6739,-122.396
7997200130,47.6949,-122.389
8100000110,47.3123,-122.023
7856700920,47.5668,-122.147
2407900200,47.479,-122.129
193300120,47.37,-122.151
2972300060,47.4987,-122.166
7135520260,47.5275,-122.148
9353300600,47.4948,-122.134
7853302190,47.5415,-121.883
1180000625,47.5014,-122.226
2625059301,47.6259,-122.142
2249800080,47.5168,-122.193
1823069046,47.4754,-122.09
8073000480,47.5121,-122.248
7895500070,47.3341,-122.282
809000945,47.6342,-122.353
1559900200,47.7462,-121.98
7852020760,47.5345,-121.867
808300470,47.7243,-121.957
4114601580,47.5924,-122.287
2131200766,47.7413,-121.979
8651611130,47.6336,-122.063
1965200010,47.6453,-122.327
7205400180,47.3514,-122.315
8682261190,47.7132,-122.032
2652500126,47.6416,-122.361
7105600085,47.6809,-122.119
7116000225,47.3015,-122.216
3395071580,47.5328,-122.282
2553300030,47.5833,-122.028
3825310540,47.7047,-122.128
4031700210,47.2925,-122.284
1420700030,47.6787,-122.168
5332200530,47.6265,-122.296
1077100020,47.7712,-122.339
7771300035,47.7366,-122.333
8960200630,47.4233,-122.177
259600410,47.6316,-122.119
5152700120,47.3391,-122.325
8857640860,47.3878,-122.034
7852000500,47.5381,-121.872
3905090130,47.5714,-121.991
9266700190,47.6938,-122.347
8559300020,47.4295,-122.205
8665900070,47.7655,-122.3
